@relation 'testingdatasetfinal-weka.filters.unsupervised.attribute.Remove-R1-3,12-13'

@attribute open numeric
@attribute high numeric
@attribute low numeric
@attribute close numeric
@attribute volume numeric
@attribute percent_change_price numeric
@attribute percent_change_volume_over_last_wk numeric
@attribute previous_weeks_volume numeric
@attribute percent_change_next_weeks_price numeric
@attribute days_to_next_dividend numeric
@attribute percent_return_next_dividend numeric
@attribute result numeric
@attribute class numeric

@data
79.31,80.42,78.48,79.03,18368201,-0.353045,-27.669856,25394946,-1.44928,89,0.531444,-1.1,0
78.66,78.81,75.83,77.52,19990094,-1.44928,8.829896,18368201,0.574788,82,0.541796,2.02,1
76.55,76.99,75.13,76.99,15886795,0.574788,-20.526662,19990094,-3.80463,75,0.545525,-4.38,0
77.8,78.35,74.09,74.84,17813730,-3.80463,12.129161,15886795,-2.76886,68,0.561197,1.04,1
74.76,75.27,72.61,72.69,18574466,-2.76886,4.270504,17813730,1.50561,61,0.577796,4.27,1
73.06,75.51,72.69,74.16,25381159,1.50561,36.64543,18574466,-3.65062,54,0.566343,-5.16,0
73.96,75.02,70.29,71.26,30675314,-3.65062,20.858602,25381159,3.96137,47,0.589391,7.61,1
13.42,13.61,13.16,13.37,499672763,-0.372578,-30.376566,717678994,0.597015,61,0.074794,0.97,1
13.4,13.88,13.37,13.48,480033181,0.597015,-3.930489,499672763,-5.03704,54,0.074184,-5.63,0
13.5,13.64,12.82,12.82,670594575,-5.03704,39.697546,480033181,-2.22399,47,0.078003,2.81,1
12.59,12.6,12.15,12.31,624897506,-2.22399,-6.814411,670594575,-0.324675,41,0.081235,1.9,1
12.32,12.6,12.23,12.28,557530217,-0.324675,-10.780534,624897506,-0.404531,33,0.081433,-0.08,0
12.36,12.71,12.2,12.31,577232010,-0.404531,3.533762,557530217,-2.85016,26,0.081235,-2.45,0
12.28,12.43,11.91,11.93,623724296,-2.85016,8.05435,577232010,-2.60723,19,0.083822,0.24,1
11.89,12.11,11.53,11.58,658968285,-2.60723,5.650572,623724296,1.91805,12,0.086356,4.53,1
11.47,11.69,11.29,11.69,479389107,1.91805,-27.251566,658968285,-4.97051,5,0.085543,-6.89,0
11.87,11.92,11.08,11.28,596420503,-4.97051,24.412611,479389107,-3.39893,89,0.088652,1.57,1
11.18,11.2,10.41,10.8,873241317,-3.39893,46.413698,596420503,-1.92837,82,0.092593,1.47,1
10.89,11.12,10.4,10.68,889460755,-1.92837,1.857383,873241317,-0.661001,75,0.093633,1.27,1
10.59,10.94,10.48,10.52,603098073,-0.661001,-32.195089,889460755,5.41825,68,0.095057,6.08,1
109.54,113.59,108.61,113.12,28116391,3.26821,-25.691645,37837456,-3.45495,19,0.388967,-6.72,0
113.75,113.93,108.88,109.82,28772937,-3.45495,2.335101,28116391,-2.55408,12,0.400656,0.9,1
110.02,110.3,105.35,107.21,30697889,-2.55408,6.690148,28772937,3.63705,5,0.410409,6.19,1
105.58,109.42,102.16,109.42,23938892,3.63705,-22.017791,30697889,5.64811,88,0.420398,2.01,1
109.24,116.25,107.95,115.41,34522949,5.64811,44.212811,23938892,-5.07571,80,0.398579,-10.72,0
116.24,116.55,108.39,110.34,39678464,-5.07571,14.933588,34522949,-4.0343,73,0.416893,1.04,1
110.8,112.97,106.02,106.33,38211403,-4.0343,-3.697373,39678464,-1.45461,66,0.432615,2.58,1
105.87,108.27,101.47,104.33,54274252,-1.45461,42.036795,38211403,3.25765,59,0.440909,4.71,1
101.3,104.6,100.3,104.6,30213720,3.25765,-44.331393,54274252,-4.99013,52,0.439771,-8.25,0
106.41,106.6,99.15,101.1,35887587,-4.99013,18.779108,30213720,-3.45137,45,0.454995,1.54,1
100.25,101.61,96.42,96.79,40431926,-3.45137,12.662704,35887587,-1.01104,38,0.475256,2.44,1
96.93,98.45,94.2,95.95,43606429,-1.01104,7.851476,40431926,3.64805,31,0.479416,4.66,1
96.49,102.5,96.05,100.01,43722864,3.64805,0.267013,43606429,8.66347,24,0.459954,5.02,1
17.36,17.6,16.99,17.04,308644641,-1.84332,8.458428,284574143,3.76249,95,0.352113,5.61,1
17.01,18.29,17,17.65,539982011,3.76249,74.952661,308644641,-3.83964,88,0.339943,-7.6,0
17.71,17.76,16.97,17.03,324203125,-3.83964,-39.960384,539982011,0.35545,81,0.352319,4.2,1
16.88,16.96,16.52,16.94,249420898,0.35545,-23.066473,324203125,3.48494,75,0.354191,3.13,1
16.93,17.64,16.9,17.52,412492845,3.48494,65.380226,249420898,0.285551,67,0.342466,-3.2,0
17.51,17.7,17.28,17.56,290282402,0.285551,-29.627288,412492845,-3.70793,60,0.341686,-3.99,0
17.53,17.99,16.64,16.88,563552552,-3.70793,94.139413,290282402,-1.72414,53,0.35545,1.98,1
16.82,16.87,16.34,16.53,371711669,-1.72414,-34.041348,563552552,0.304692,46,0.362976,2.03,1
16.41,16.46,16.11,16.46,235050333,0.304692,-36.765415,371711669,-3.49608,39,0.36452,-3.8,0
16.59,16.82,15.98,16.01,256069538,-3.49608,8.942427,235050333,-5.73566,32,0.374766,-2.24,0
16.04,16.17,15.01,15.12,412198054,-5.73566,60.97114,256069538,-1.12285,25,0.396825,4.61,1
15.14,15.28,14.78,14.97,401380782,-1.12285,-2.62429,412198054,-0.066934,18,0.400802,1.06,1
14.94,15.64,14.92,14.93,429730443,-0.066934,7.063034,401380782,6.15797,11,0.401875,6.22,1
106.4,109.65,105.52,108.32,35824123,1.80451,-9.550328,39606692,1.0505,47,0.673929,-0.75,0
108.52,109.94,107.51,109.66,31958307,1.0505,-10.791097,35824123,-3.18936,40,0.665694,-4.24,0
109.74,109.9,103.13,106.24,42617245,-3.18936,33.352637,31958307,3.03001,33,0.687124,6.22,1
104.95,108.34,103.04,108.13,18873837,3.03001,-55.713146,42617245,1.92791,27,0.675113,-1.1,0
107.37,109.6,106.68,109.44,28004621,1.92791,48.377995,18873837,-6.0285,19,0.667032,-7.96,0
109.48,109.57,101.11,102.88,44930373,-6.0285,60.43914,28004621,-0.83293,12,0.709565,5.2,1
103.25,104.95,100.41,102.39,43103424,-0.83293,-4.066178,44930373,0.529256,5,0.71296,1.36,1
102.03,104.53,99.61,102.57,39951901,0.529256,-7.311537,43103424,2.05676,89,0.711709,1.53,1
101.13,103.86,100.7,103.21,28858240,2.05676,-27.767542,39951901,-3.45091,82,0.707296,-5.51,0
104.61,105.21,99.57,101,32206213,-3.45091,11.601446,28858240,-1.21903,75,0.722772,2.23,1
100.9,101.87,98.98,99.67,35612426,-1.21903,10.576261,32206213,-0.869652,68,0.732417,0.35,1
100.04,101.29,97.71,99.17,44845243,-0.869652,25.92583,35612426,-0.9911,61,0.73611,-0.12,0
98.88,102.46,97,97.9,42615162,-0.9911,-4.972837,44845243,6.27935,54,0.745659,7.27,1
54.11,55.8,53.7,55.19,23341552,1.99593,-4.590377,24464568,-0.18018,40,0.742888,-2.18,0
55.5,56.52,55,55.4,19685778,-0.18018,-15.662086,23341552,-1.00992,33,0.740072,-0.83,0
55.45,55.81,53.17,54.89,24059673,-1.00992,22.218553,19685778,3.00295,26,0.746948,4.01,1
54.28,56,53.19,55.91,15537427,3.00295,-35.421288,24059673,1.97522,20,0.733321,-1.03,0
55.69,56.88,54.54,56.79,27349183,1.97522,76.021313,15537427,-3.17263,12,0.721958,-5.15,0
56.42,57,53.59,54.63,27498887,-3.17263,0.54738,27349183,-3.69494,5,0.750503,-0.52,0
54.94,56.13,52.55,52.91,27207924,-3.69494,-1.05809,27498887,0,90,0.774901,3.69,1
52.74,54,51.92,52.74,27511651,0,1.116318,27207924,1.56522,83,0.777399,1.57,1
51.75,52.56,50.5,52.56,24845668,1.56522,-9.690378,27511651,-5.43437,76,0.780061,-7,0
53.18,53.39,50.11,50.29,25203572,-5.43437,1.440509,24845668,-1.0338,69,0.815271,4.4,1
50.3,50.9,49.52,49.78,28186429,-1.0338,11.835057,25203572,-0.919448,62,0.823624,0.11,1
50.03,50.63,48.64,49.57,36027620,-0.919448,27.81903,28186429,4.9697,55,0.827113,5.89,1
49.5,51.98,49.46,51.96,34797906,4.9697,-3.413253,36027620,5.05304,48,0.789069,0.08,1
43.19,43.48,42.36,42.85,34130223,-0.787219,-16.13448,40696371,-2.58922,252,0.933489,-1.8,0
42.87,43.05,41.4,41.76,39055258,-2.58922,14.430128,34130223,-0.574713,245,0.957854,2.01,1
41.76,42.02,40.84,41.52,40820710,-0.574713,4.520395,39055258,3.17305,238,0.963391,3.75,1
40.97,42.46,40.45,42.27,24312043,3.17305,-40.441891,40820710,1.79499,232,0.946298,-1.38,0
42.34,43.35,41.71,43.1,30122091,1.79499,23.897819,24312043,-0.943179,224,0.928074,-2.74,0
43.47,43.79,42.3,43.06,35369886,-0.943179,17.421749,30122091,-4.15512,217,0.928936,-3.21,0
43.32,44.12,40.94,41.52,78855110,-4.15512,122.944202,35369886,0.581677,210,0.963391,4.74,1
41.26,41.84,40.68,41.5,50988843,0.581677,-35.338568,78855110,0.899149,203,0.963855,0.32,1
41.15,41.52,40.55,41.52,34651349,0.899149,-32.041311,50988843,-6.01432,196,0.963391,-6.91,0
41.9,41.99,39.17,39.38,52169227,-6.01432,50.554678,34651349,-1.73558,189,1.01574,4.28,1
39.18,39.88,38.42,38.5,49099516,-1.73558,-5.884141,52169227,-1.52731,182,1.03896,0.21,1
38.63,38.86,37.77,38.04,54513950,-1.52731,11.027469,49099516,-0.713342,175,1.05152,0.81,1
37.85,38.89,37.19,37.58,50409504,-0.713342,-7.529166,54513950,5.58214,168,1.0644,6.3,1
19.81,20.5,19.53,20.34,207897262,2.67542,-8.744575,227819072,-2.60492,76,0.688299,-5.28,0
20.73,20.75,20.07,20.19,238618636,-2.60492,14.77719,207897262,-0.988142,69,0.693413,1.62,1
20.24,20.37,19.6,20.04,212315926,-0.988142,-11.022907,238618636,0.91047,62,0.698603,1.9,1
19.77,20.54,19.51,19.95,182835072,0.91047,-13.885371,212315926,1.53923,56,0.701754,0.63,1
20.14,20.85,19.89,20.45,280299000,1.53923,53.30702,182835072,-3.33333,48,0.684597,-4.87,0
20.7,20.71,19.81,20.01,235180053,-3.33333,-16.096721,280299000,-0.400601,41,0.69965,2.93,1
19.97,20.42,19.76,19.89,195448891,-0.400601,-16.893934,235180053,-1.15869,34,0.703871,-0.76,0
19.85,20.05,19.41,19.62,228297982,-1.15869,16.806998,195448891,0.621118,27,0.713558,1.78,1
19.32,19.52,18.97,19.44,169411364,0.621118,-25.793753,228297982,-4.36992,20,0.720165,-4.99,0
19.68,19.72,18.75,18.82,207576381,-4.36992,22.528015,169411364,-2.08445,13,0.74389,2.29,1
18.71,18.8,18.14,18.32,260898990,-2.08445,25.688187,207576381,0.983069,6,0.764192,3.07,1
18.31,18.9,18.2,18.49,261979707,0.983069,0.414228,260898990,-2.01745,90,0.811249,-3,0
18.34,18.94,17.97,17.97,295978977,-2.01745,12.977826,261979707,6.66667,83,0.834725,8.68,1
37.46,37.87,36.62,37.56,52881329,0.266951,31.097079,40337534,-0.053362,74,0.665602,-0.32,0
37.48,37.96,37.21,37.46,47021433,-0.053362,-11.081219,52881329,1.92256,67,0.667379,1.98,1
37.45,38.4,37.17,38.17,42983064,1.92256,-8.588358,47021433,0.265252,60,0.654965,-1.66,0
37.7,38.5,37.2,37.8,24190528,0.265252,-43.720792,42983064,-1.22308,54,0.661376,-1.49,0
37.61,37.71,36.94,37.15,61019095,-1.22308,152.24375,24190528,-1.20192,46,0.672948,0.02,1
37.44,37.67,36.77,36.99,52439439,-1.20192,-14.060608,61019095,0.216626,39,0.675858,1.42,1
36.93,37.43,36.7,37.01,41391929,0.216626,-21.067178,52439439,0.981194,32,0.675493,0.76,1
36.69,37.94,36.55,37.05,53378802,0.981194,28.959445,41391929,0,25,0.674764,-0.98,0
36,37,36,36,40673778,0,-23.801628,53378802,-4.28413,18,0.694444,-4.28,0
36.18,36.28,34.43,34.63,39307513,-4.28413,-3.359081,40673778,-3.06979,11,0.721917,1.21,1
34.53,35.02,33.42,33.47,45606663,-3.06979,16.025308,39307513,3.19785,4,0.746938,6.27,1
33.46,34.93,33.41,34.53,76297124,3.19785,67.29381,45606663,2.30388,74,0.724008,-0.89,0
34.29,35.69,34.28,35.08,65416820,2.30388,-14.260438,76297124,4.85298,67,0.712657,2.55,1
42.42,42.83,37.6,40.98,90069975,-3.39463,15.342189,78089358,0.123001,73,0.317228,3.52,1
40.65,41.8,40.2,40.7,87672936,0.123001,-2.661307,90069975,-1.10538,66,0.31941,-1.23,0
40.71,41.55,40.12,40.26,70321527,-1.10538,-19.791066,87672936,2.57758,59,0.322901,3.68,1
39.96,41.19,39.16,40.99,46244533,2.57758,-34.23844,70321527,-1.68047,53,0.317151,-4.26,0
41.06,41.3,39.99,40.37,82362537,-1.68047,78.102214,46244533,0.294913,45,0.322021,1.98,1
40.69,41.52,39.8,40.81,70249698,0.294913,-14.706734,82362537,-0.931601,38,0.318549,-1.23,0
40.79,41.74,40.22,40.41,63498759,-0.931601,-9.609919,70249698,-10.4975,31,0.321703,-9.57,0
40.2,40.34,35.91,35.98,217523955,-10.4975,242.564104,63498759,3.87858,24,0.361312,14.38,1
35.58,36.96,35.44,36.96,106507716,3.87858,-51.036328,217523955,-3.13841,17,0.351732,-7.02,0
37.28,37.52,36,36.11,79313559,-3.13841,-25.53257,106507716,-2.05613,10,0.360011,1.08,1
35.99,36.24,35.14,35.25,74301015,-2.05613,-6.319908,79313559,-0.370054,3,0.368794,1.69,1
35.13,35.32,33.95,35,134346312,-0.370054,80.813562,74301015,0.316183,87,0.342857,0.69,1
34.79,35.65,34.55,34.9,102774442,0.316183,-23.500362,134346312,5.70613,80,0.34384,5.39,1
161.54,164.42,161.12,164.27,19081936,1.68998,-24.820375,25381792,-0.225033,35,0.456565,-1.92,0
164.42,164.75,163.16,164.05,17615408,-0.225033,-7.685426,19081936,1.69481,28,0.457178,1.92,1
163.44,166.34,162.3,166.21,22183383,1.69481,25.931701,17615408,2.21088,21,0.451236,0.52,1
164.64,168.28,162.19,168.28,23662621,2.21088,6.668225,22183383,1.74769,15,0.445686,-0.46,0
167.65,173,167.23,170.58,26829625,1.74769,13.383995,23662621,-1.8709,7,0.439676,-3.62,0
172.11,173.54,167.5,168.89,29480567,-1.8709,9.880652,26829625,0.908605,0,0.444076,2.78,1
168.39,172.77,167.82,169.92,23505533,0.908605,-20.267704,29480567,0.206113,87,0.441384,-0.7,0
169.81,171.41,166.53,170.16,26027660,0.206113,10.729929,23505533,-0.593472,80,0.440762,-0.8,0
168.5,168.6,165.9,167.5,19453763,-0.593472,-25.257349,26027660,-2.01259,73,0.447761,-1.42,0
168.44,169.89,164.13,165.05,23349972,-2.01259,20.028048,19453763,-0.958971,66,0.454408,1.05,1
164.76,165.96,162.87,163.18,20646079,-0.958971,-11.579855,23349972,0,59,0.459615,0.96,1
164.44,165.1,161.52,164.44,29390025,0,42.351606,20646079,0.836897,52,0.456093,0.84,1
163.7,166.81,163.59,165.07,22984546,0.836897,-21.794738,29390025,5.30952,45,0.454353,4.47,1
20.44,20.66,19.56,19.72,321390635,-3.5225,40.252915,229150771,1.1622,33,0.912779,4.68,1
19.79,20.2,19.36,20.02,286343950,1.1622,-10.9047,321390635,-1.59442,26,0.899101,-2.76,0
20.07,20.2,19.41,19.75,231298341,-1.59442,-19.223598,286343950,9.88223,19,0.911392,11.48,1
19.53,21.46,19.45,21.46,302470339,9.88223,30.770648,231298341,8.32943,13,0.83877,-1.55,0
21.37,23.19,21.33,23.15,466579710,8.32943,54.256352,302470339,0.999131,5,0.777538,-7.33,0
23.02,23.86,22.67,23.25,513891027,0.999131,10.140029,466579710,1.21055,89,0.903226,0.21,1
23.13,23.83,22.65,23.41,344755154,1.21055,-32.91279,513891027,-0.428816,82,0.897053,-1.64,0
23.32,23.96,23.08,23.22,387571150,-0.428816,12.419248,344755154,-3.09773,75,0.904393,-2.67,0
22.92,23.03,22.21,22.21,210446967,-3.09773,-45.701075,387571150,-3.20713,68,0.94552,-0.11,0
22.45,22.64,21.67,21.73,222978209,-3.20713,5.954584,210446967,-1.92661,61,0.966406,1.28,1
21.8,22.44,21.26,21.38,249719951,-1.92661,11.992984,222978209,-1.11993,54,0.982226,0.81,1
21.43,26.78,21.07,21.19,294273143,-1.11993,17.841263,249719951,0.047192,47,0.991033,1.17,1
21.19,21.74,21.06,21.2,309031457,0.047192,5.015175,294273143,6.42419,40,0.990566,6.38,1
58.98,59.73,58.93,59.49,48029143,0.8647,1.118243,47498000,-0.067227,55,0.958144,-0.93,0
59.5,60.18,59.25,59.46,47141409,-0.067227,-1.848324,48029143,1.71313,48,0.958628,1.78,1
59.54,60.95,59.49,60.56,58631682,1.71313,24.374055,47141409,5.98842,41,0.941215,4.28,1
60.45,64.54,60.1,64.07,72888066,5.98842,24.315154,58631682,3.25216,35,0.889652,-2.74,0
63.65,65.98,63.4,65.72,70745990,3.25216,-2.938857,72888066,-0.986044,27,0.867316,-4.24,0
65.92,66.46,64.8,65.27,68840083,-0.986044,-2.694014,70745990,2.31915,20,0.873295,3.31,1
65.11,67.37,65.07,66.62,66040498,2.31915,-4.066795,68840083,-1.08417,13,0.855599,-3.4,0
66.41,66.79,65.28,65.69,53385097,-1.08417,-19.163091,66040498,2.42368,6,0.867712,3.51,1
65.19,66.77,65.08,66.77,49866786,2.42368,-6.590437,53385097,-1.81251,91,0.853677,-4.24,0
67.31,67.34,65.8,66.09,47426009,-1.81251,-4.894595,49866786,0.333991,84,0.86246,2.15,1
65.87,67.28,65.18,66.09,52231924,0.333991,10.133501,47426009,-0.045235,77,0.86246,-0.38,0
66.32,67.36,65.47,66.29,58201928,-0.045235,11.429799,52231924,-1.54358,70,0.859858,-1.5,0
66.08,66.75,64.69,65.06,56535090,-1.54358,-2.863888,58201928,3.22086,63,0.876114,4.76,1
46.1,46.88,45.51,46.35,112702290,0.542299,-4.456746,117959443,1.56114,3,0.539374,1.02,1
46.12,47.8,46.05,46.84,121937602,1.56114,8.194432,112702290,-4.48936,84,0.533732,-6.05,0
47,47.37,44.83,44.89,186017520,-4.48936,52.551401,121937602,0.926135,77,0.556917,5.42,1
44.27,44.97,43.53,44.68,113261188,0.926135,-39.112623,186017520,2.19485,71,0.559534,1.27,1
44.65,46.02,44.38,45.63,107332185,2.19485,-5.234806,113261188,-1.95908,63,0.547885,-4.15,0
45.94,46.07,44.76,45.04,131213937,-1.95908,22.250318,107332185,-3.57542,56,0.555062,-1.62,0
44.75,45.5,42.98,43.15,137013704,-3.57542,4.420085,131213937,0.372353,49,0.579374,3.95,1
42.97,44.35,42.65,43.13,145114846,0.372353,5.912651,137013704,0.919811,42,0.579643,0.55,1
42.4,42.92,41.69,42.79,119828886,0.919811,-17.424792,145114846,-3.86216,35,0.584249,-4.78,0
43.24,43.38,40.83,41.57,145187926,-3.86216,21.16271,119828886,-0.121655,28,0.601395,3.74,1
41.1,41.5,40.1,41.05,194764785,-0.121655,34.146682,145187926,-1.18673,21,0.609013,-1.07,0
41.29,42.44,39.7,40.8,183560880,-1.18673,-5.752531,194764785,-2.49383,14,0.612745,-1.31,0
40.5,41.53,39.44,39.49,167589521,-2.49383,-8.700851,183560880,5.53299,7,0.633072,8.03,1
31.35,31.7,31.06,31.61,38759730,0.829346,-7.62343,41958399,-0.126143,88,0.917431,-0.96,0
31.71,31.88,31.35,31.67,34314135,-0.126143,-11.469623,38759730,5.13709,81,0.915693,5.26,1
31.73,33.54,31.69,33.36,71530535,5.13709,108.457928,34314135,2.01711,74,0.869305,-3.12,0
32.72,33.67,32.7,33.38,33399240,2.01711,-53.307717,71530535,0.418535,68,0.868784,-1.6,0
33.45,33.9,33,33.59,42547809,0.418535,27.391548,33399240,1.42857,60,0.863352,1.01,1
33.6,34.49,33.22,34.08,58969733,1.42857,38.596403,42547809,3.19432,53,0.850939,1.77,1
33.81,35.1,33.8,34.89,47572999,3.19432,-19.326413,58969733,1.1194,46,0.831184,-2.07,0
34.84,35.44,34.48,35.23,48017488,1.1194,0.93433,47572999,-0.629111,39,0.823162,-1.75,0
34.97,35.06,34.28,34.75,31660711,-0.629111,-34.064208,48017488,-1.98333,32,0.834532,-1.35,0
34.79,35,34.05,34.1,38915498,-1.98333,22.914163,31660711,-0.821837,25,0.85044,1.16,1
34.07,34.39,24.3,33.79,43535139,-0.821837,11.870954,38915498,1.65094,18,0.858242,2.47,1
33.92,34.72,33.76,34.48,44641104,1.65094,2.540396,43535139,0.610643,11,0.841067,-1.04,0
34.39,34.98,33.87,34.6,39770714,0.610643,-10.910102,44641104,2.48483,4,0.83815,1.87,1
65.2,67.48,65.03,67.22,39265955,3.09816,31.529107,29853434,0.074383,73,0.699197,-3.02,0
67.22,67.82,66.86,67.27,32024467,0.074383,-18.442154,39265955,1.13011,66,0.698677,1.06,1
67.25,68.47,66.41,68.01,40595470,1.13011,26.763921,32024467,0.458783,59,0.691075,-0.67,0
67.57,68.05,66.64,67.88,19831270,0.458783,-51.149057,40595470,-0.721118,53,0.692398,-1.18,0
67.95,67.98,65.81,67.46,44603365,-0.721118,124.914315,19831270,-1.26919,45,0.696709,-0.55,0
67.76,67.93,66.4,66.9,33947562,-1.26919,-23.890132,44603365,1.97427,38,0.702541,3.24,1
66.86,68.77,66.83,68.18,32166394,1.97427,-5.246822,33947562,0.293686,31,0.689352,-1.68,0
68.1,68.7,67.5,68.3,32520067,0.293686,1.099511,32166394,-1.59787,24,0.688141,-1.89,0
67.59,67.9,66.3,66.51,26066805,-1.59787,-19.843938,32520067,-2.10636,17,0.706661,-0.51,0
66.94,67.24,65.21,65.53,31192400,-2.10636,19.663304,26066805,-0.183178,10,0.717229,1.92,1
65.51,68.05,65.07,65.39,30422351,-0.183178,-2.468707,31192400,0.798771,3,0.718764,0.98,1
65.1,66.23,64.64,65.62,43194922,0.798771,41.984168,30422351,-0.673092,88,0.716245,-1.47,0
65.37,66.82,64.43,64.93,49806614,-0.673092,15.306642,43194922,4.99614,81,0.723856,5.67,1
75.55,76.5,74.87,75.99,17977737,0.582396,-24.708276,23877441,-0.35382,56,0.802737,-0.94,0
76.31,76.91,75.66,76.04,22337802,-0.35382,24.25258,17977737,1.61523,49,0.802209,1.97,1
76.15,77.54,75.83,77.38,21670715,1.61523,-2.986359,22337802,0.026011,42,0.788317,-1.59,0
76.89,78.41,76.4,76.91,17718174,0.026011,-18.239089,21670715,1.50356,36,0.793135,1.48,1
77.15,78.59,76.54,78.31,22923015,1.50356,29.375719,17718174,0.382653,28,0.778955,-1.12,0
78.4,79.37,78.2,78.7,26460318,0.382653,15.431229,22923015,1.61087,21,0.775095,1.23,1
79.46,80.91,79.08,80.74,26573357,1.61087,0.427202,26460318,2.34958,14,0.755512,0.74,1
80.44,82.85,80.44,82.33,27816875,2.34958,4.679567,26573357,0.110389,7,0.740921,-2.24,0
81.53,83.08,81.49,81.62,26628471,0.110389,-4.272241,27816875,-1.93596,0,0.747366,-2.05,0
82.13,82.25,80.01,80.54,23382621,-1.93596,-12.189397,26628471,-0.297767,88,0.757388,1.64,1
80.6,82.23,80,80.36,31264251,-0.297767,33.707214,23382621,2.59853,81,0.759084,2.9,1
80.43,82.72,80.39,82.52,27515629,2.59853,-11.990123,31264251,-0.58309,74,0.739215,-3.18,0
82.32,83.09,81.4,81.84,28303321,-0.58309,2.862708,27515629,5.07913,67,0.745357,5.66,1
92.42,94.33,91.9,93.13,14958061,0.768232,-0.082443,14970403,0.58265,47,0.590572,-0.19,0
92.68,94.1,92.6,93.22,12672220,0.58265,-15.281667,14958061,-0.822737,40,0.590002,-1.41,0
93.59,94.64,91.75,92.82,15375510,-0.822737,21.332411,12672220,2.15358,33,0.592545,2.98,1
91.94,94.42,90.58,93.92,9718851,2.15358,-36.790058,15375510,3.514,27,0.585605,1.36,1
93.91,97.5,93.27,97.21,20655611,3.514,112.531409,9718851,-2.0291,19,0.565785,-5.54,0
