@relation 'trainingdatasetfinal-weka.filters.unsupervised.attribute.Remove-R1-3,12-13-weka.filters.unsupervised.attribute.ReplaceMissingValues'

@attribute open numeric
@attribute high numeric
@attribute low numeric
@attribute close numeric
@attribute volume numeric
@attribute percent_change_price numeric
@attribute percent_change_volume_over_last_wk numeric
@attribute previous_weeks_volume numeric
@attribute percent_change_next_weeks_price numeric
@attribute days_to_next_dividend numeric
@attribute percent_return_next_dividend numeric
@attribute result numeric
@attribute class numeric

@data
72.7,73.04,71.09,73.04,15989248,0.467675,-26.686475,21809411,-0.069109,82,0.575027,-0.536783,0
72.35,74.29,70,72.3,26258425,-0.069109,64.225516,15989248,-0.92452,75,0.580913,-0.855411,0
72.47,72.9,68.6,71.8,27527285,-0.92452,4.832201,26258425,0.055866,68,0.584958,0.980386,1
71.6,72.5,69.91,71.64,25556296,0.055866,-7.160129,27527285,-2.90853,61,0.586265,-2.964396,0
71.17,71.23,67.34,69.1,29746370,-2.90853,16.395467,25556296,4.33917,54,0.607815,7.2477,1
70.29,73.5,70.03,73.34,24423545,4.33917,-17.894032,29746370,0.693878,47,0.572675,-3.645292,0
13.85,14.69,13.8,14.25,1453438639,2.88809,4.551429,127300002.224242,7.62174,54,0.070175,4.73365,1
14.17,15.25,14.09,15.25,760935694,7.62174,-47.645833,1453438639,-5.50398,47,0.065574,-13.12572,0
15.08,15.16,13.94,14.25,982445809,-5.50398,29.110228,760935694,-4.5614,40,0.070175,0.94258,1
14.25,14.26,13.4,13.6,1054415375,-4.5614,7.325551,982445809,4.23049,33,0.073529,8.79189,1
13.71,14.47,13.64,14.29,757192224,4.23049,-28.188431,1054415375,1.79187,26,0.069979,-2.43862,0
14.51,14.87,14.35,14.77,746465458,1.79187,-1.41665,757192224,-0.13541,19,0.067705,-1.92728,0
14.77,14.95,14.69,14.75,458423511,-0.13541,-38.587445,746465458,-1.25174,12,0.067797,-1.11633,0
14.38,14.52,13.79,14.2,712456757,-1.25174,55.414533,458423511,-1.05116,5,0.070422,0.20058,1
14.27,14.48,13.81,14.12,699671790,-1.05116,-1.79449,712456757,1.41044,89,0.070821,2.4616,1
14.18,14.7,13.92,14.38,805210688,1.41044,15.084058,699671790,-1.54278,82,0.069541,-2.95322,0
14.26,14.35,13.66,14.04,792380862,-1.54278,-1.59335,805210688,-6.05634,75,0.071225,-4.51356,0
14.2,14.22,13.32,13.34,717678994,-6.05634,-9.42752,792380862,-0.372578,68,0.074963,5.683762,1
94.38,94.81,92.3,93.73,24135903,-0.688705,4.551429,127300002.224242,0.858277,11,0.469433,1.546982,1
93.21,94.7,92.51,94.01,19707235,0.858277,-18.34888,24135903,-1.49745,4,0.468035,-2.355727,0
94.16,96.8,92.37,92.75,28651009,-1.49745,45.383201,19707235,3.20354,89,0.474394,4.70099,1
92.71,97.79,92.51,95.68,34929068,3.20354,21.912174,28651009,3.59929,82,0.459866,0.39575,1
96.13,99.72,95.85,99.59,31169285,3.59929,-10.764052,34929068,3.93495,75,0.441811,0.33566,1
99.62,103.55,98.75,103.54,27632394,3.93495,-11.34736,31169285,2.22093,68,0.424957,-1.71402,0
103.56,105.86,102.01,105.86,16331886,2.22093,-40.89587,27632394,-2.72745,61,0.415643,-4.94838,0
104.86,105.3,98.03,102,28146727,-2.72745,72.342172,16331886,0.311526,54,0.431373,3.038976,1
102.72,104.43,99.35,103.04,29851515,0.311526,6.056789,28146727,-3.28757,47,0.427019,-3.599096,0
103.42,104.45,97.01,100.02,38614049,-3.28757,29.353733,29851515,2.40764,40,0.439912,5.69521,1
102.59,105.64,98.55,105.06,54195667,2.40764,40.352199,38614049,2.04864,33,0.418808,-0.359,0
106.9,110.15,105.64,109.09,37837456,2.04864,-30.183614,54195667,3.26821,26,0.403337,1.21957,1
20.45,21,20.38,20.97,303545878,2.54279,4.551429,127300002.224242,1.2894,81,0.286123,-1.25339,0
20.94,21.23,20.7,21.21,154708263,1.2894,-49.032988,303545878,-2.35627,74,0.282885,-3.64567,0
21.22,21.33,20.5,20.72,193706863,-2.35627,25.207833,154708263,0.431862,67,0.289575,2.788132,1
20.84,21.61,20.73,20.93,265687272,0.431862,37.159452,193706863,5.35117,60,0.28667,4.919308,1
20.93,22.15,20.71,22.05,236334561,5.35117,-11.047842,265687272,-15.4229,53,0.272109,-20.77407,0
22.11,22.34,18.61,18.7,1000362015,-15.4229,323.282152,236334561,0.053079,46,0.320856,15.475979,1
18.84,18.95,18.56,18.85,390258123,0.053079,-60.988311,1000362015,-0.480513,39,0.318302,-0.533592,0
18.73,18.74,18.23,18.64,285212201,-0.480513,-26.917037,390258123,-1.18153,32,0.321888,-0.701017,0
18.62,18.79,18.31,18.4,302059981,-1.18153,5.907104,285212201,-2.23312,25,0.326087,-1.05159,0
18.36,18.37,17.76,17.95,311209442,-2.23312,3.029021,302059981,-3.76193,18,0.334262,-1.52881,0
17.81,17.88,16.97,17.14,444161658,-3.76193,42.721138,311209442,-0.346021,11,0.350058,3.415909,1
17.34,17.64,17.2,17.28,284574143,-0.346021,-35.930052,444161658,-1.84332,4,0.347222,-1.497299,0
91.66,92.48,90.27,91.19,35556288,-0.512765,4.551429,127300002.224242,2.06707,38,0.78956,2.579835,1
90.95,92.85,90.12,92.83,28260512,2.06707,-20.518947,35556288,0.903809,31,0.775611,-1.163261,0
92.94,93.94,91.58,93.78,27752622,0.903809,-1.797172,28260512,-0.55384,24,0.767754,-1.457649,0
93.89,94.97,92.93,93.37,42303108,-0.55384,52.42923,27752622,3.47363,17,0.771126,4.02747,1
93.85,97.44,93.37,97.11,48766293,3.47363,15.278275,42303108,-0.853207,10,0.741427,-4.326837,0
97.28,98.23,95.7,96.45,38838595,-0.853207,-20.357705,48766293,3.37173,3,0.746501,4.224937,1
95.5,98.72,95.5,98.72,28037827,3.37173,-27.809368,38838595,2.89227,89,0.739465,-0.47946,0
99.23,103.94,99.23,102.1,57897831,2.89227,106.498995,28037827,1.43723,82,0.714985,-1.45504,0
102.28,104.99,102.18,103.75,48214502,1.43723,-16.724856,57897831,-4.0242,75,0.703614,-5.46143,0
104.12,104.77,97.6,99.93,43673568,-4.0242,-9.418191,48214502,3.67084,68,0.730511,7.69504,1
99.16,103.97,97.98,102.8,56186791,3.67084,28.651708,43673568,2.81148,61,0.710117,-0.85936,0
103.86,107.01,103.2,106.78,39606692,2.81148,-29.508891,56186791,1.80451,54,0.683649,-1.00697,0
50.05,50.54,49.28,49.76,27658789,-0.579421,4.551429,127300002.224242,3.10559,35,0.823955,3.685011,1
48.3,49.8,47.2,49.8,34546875,3.10559,24.903787,27658789,-2.38239,28,0.823293,-5.48798,0
49.53,50.14,47.65,48.35,25611091,-2.38239,-25.86568,34546875,3.81916,21,0.847983,6.20155,1
48.44,50.66,48.26,50.29,45429653,3.81916,77.382732,25611091,4.74576,14,0.815271,0.9266,1
50.15,52.63,50.09,52.53,31069977,4.74576,-31.608597,45429653,3.72482,7,0.780506,-1.02094,0
52.62,54.75,52.51,54.58,37155830,3.72482,19.587568,31069977,2.8288,0,0.751191,-0.89602,0
54.44,55.98,53.8,55.98,27705910,2.8288,-25.433209,37155830,-1.60146,82,0.732404,-4.43026,0
54.95,55.3,52.36,54.07,33190716,-1.60146,19.79652,27705910,-0.645518,75,0.758276,0.955942,1
54.22,54.95,52.76,53.87,32958368,-0.645518,-0.700039,33190716,-2.21811,68,0.761092,-1.572592,0
54.1,54.49,51.82,52.9,27091813,-2.21811,-17.799895,32958368,-0.357277,61,0.775047,1.860833,1
53.18,53.5,51.1,52.99,39779608,-0.357277,46.83258,27091813,0.557621,54,0.773731,0.914898,1
53.8,54.64,52.89,54.1,24464568,0.557621,-38.499726,39779608,1.99593,47,0.757856,1.438309,1
37.74,40,37.62,39.45,72917621,4.531,4.551429,127300002.224242,0.717765,336,1.01394,-3.813235,0
39.01,39.81,38.92,39.29,31943413,0.717765,-56.192464,72917621,1.71487,329,1.01807,0.997105,1
39.07,39.94,38.51,39.74,36187032,1.71487,13.284801,31943413,-1.99294,322,1.00654,-3.70781,0
39.64,39.95,38.65,38.85,42131642,-1.99294,16.427459,36187032,4.27766,315,1.0296,6.2706,1
39.04,40.77,38.64,40.71,53521486,4.27766,27.033943,42131642,6.39706,308,0.98256,2.1194,1
40.8,44.05,40.71,43.41,83975520,6.39706,56.900576,53521486,0.85668,301,0.921447,-5.54038,0
43.19,43.9,42.98,43.56,33868302,0.85668,-59.668839,83975520,0.280177,294,0.918274,-0.576503,0
42.83,43.28,41.6,42.95,56966763,0.280177,68.200824,33868302,1.23199,287,0.931315,0.951813,1
43.02,44.34,42.97,43.55,53096584,1.23199,-6.793749,56966763,-1.37836,280,0.918484,-2.61035,0
43.53,43.61,42.16,42.93,41229388,-1.37836,-22.350206,53096584,-3.30675,273,0.931749,-1.92839,0
42.64,42.67,40.42,41.23,65060004,-3.30675,57.800072,41229388,3.64206,266,0.970167,6.94881,1
41.46,43.24,40.87,42.97,40696371,3.64206,-37.447943,65060004,-0.787219,259,0.930882,-4.429279,0
18.49,18.72,18.12,18.43,280146510,-0.3245,4.551429,127300002.224242,1.12843,38,0.759631,1.45293,1
18.61,18.82,18.46,18.82,215626229,1.12843,-23.030907,280146510,4.00421,31,0.74389,2.87578,1
18.98,19.97,18.17,19.74,449508777,4.00421,108.46665,215626229,1.35474,24,0.70922,-2.64947,0
19.93,20.74,19.74,20.2,437317986,1.35474,-2.712025,449508777,2.13612,17,0.693069,0.78138,1
20.13,20.96,20.1,20.56,246591055,2.13612,-43.612871,437317986,2.6962,10,0.680934,0.56008,1
20.77,21.44,20.73,21.33,252254376,2.6962,2.296645,246591055,-0.32543,3,0.656353,-3.02163,0
21.51,21.65,21.24,21.44,158691572,-0.32543,-37.090656,252254376,-0.287356,118,0.652985,0.038074,1
20.88,21.21,20.08,20.82,268500170,-0.287356,69.196238,158691572,-2.7685,111,0.67243,-2.481144,0
20.95,21.17,20.16,20.37,261175412,-2.7685,-2.728027,268500170,-0.196078,104,0.687285,2.572422,1
20.4,20.79,19.94,20.36,303566341,-0.196078,16.230827,261175412,-3.55711,97,0.687623,-3.361032,0
19.96,20.09,18.6,19.25,520516218,-3.55711,71.46704,303566341,0.355691,90,0.727273,3.912801,1
19.68,19.93,19.25,19.75,227819072,0.355691,-56.23209,520516218,2.67542,83,0.708861,2.319729,1
35.2,35.57,34.18,34.38,56576860,-2.32955,4.551429,127300002.224242,5.0644,60,0.727167,7.39395,1
34.16,35.89,34.07,35.89,41918450,5.0644,-25.908843,56576860,1.50125,53,0.696573,-3.56315,0
35.97,36.99,35.48,36.51,45249920,1.50125,7.947503,41918450,0.658256,46,0.684744,-0.842994,0
36.46,38.12,36.3,36.7,63397367,0.658256,40.104926,45249920,-0.888769,39,0.681199,-1.547025,0
37.13,37.18,36.38,36.8,41844858,-0.888769,-33.995906,63397367,1.84783,32,0.679348,2.736599,1
36.8,37.48,36.41,37.48,36079400,1.84783,-13.778176,41844858,2.69549,25,0.667022,0.84766,1
37.47,38.48,37.27,38.48,30619613,2.69549,-15.132699,36079400,-5.64885,18,0.649688,-8.34434,0
39.3,39.38,36.78,37.08,54816070,-5.64885,79.022739,30619613,0.188425,11,0.674218,5.837275,1
37.15,37.86,36.33,37.22,49763519,0.188425,-9.217281,54816070,-0.322061,4,0.671682,-0.510486,0
37.26,37.78,36.54,37.14,49156185,-0.322061,-1.22044,49763519,-2.49187,95,0.673129,-2.169809,0
36.92,36.94,35.43,36,52758908,-2.49187,7.329135,49156185,3.11381,88,0.694444,5.60568,1
36.29,37.82,36.03,37.42,40337534,3.11381,-23.543653,52758908,0.266951,81,0.668092,-2.846859,0
42.22,45.39,42.22,45.09,100020724,6.79773,4.551429,127300002.224242,3.09853,66,0.177423,-3.6992,0
44.86,46.25,44.57,46.25,65464211,3.09853,-34.549353,100020724,2.36238,59,0.172973,-0.73615,0
46.14,47.64,45.76,47.23,82623453,2.36238,26.211638,65464211,-2.52731,52,0.169384,-4.88969,0
46.69,47.83,45.36,45.51,84066350,-2.52731,1.746353,82623453,4.44836,45,0.175786,6.97567,1
45.41,47.52,45.13,47.43,74475624,4.44836,-11.40852,84066350,1.94928,38,0.16867,-2.49908,0
47.71,49.39,47.61,48.64,84089936,1.94928,12.909341,74475624,0.454076,31,0.164474,-1.495204,0
48.45,49.12,47.54,48.67,49401750,0.454076,-41.251293,84089936,-10.2796,24,0.164372,-10.733676,0
47.57,48.55,42.08,42.68,211147488,-10.2796,327.408924,49401750,-1.04505,17,0.187441,9.23455,1
43.06,43.85,42.06,42.61,110702335,-1.04505,-47.571086,211147488,-2.72727,10,0.187749,-1.68222,0
42.9,43.05,41.26,41.73,85140794,-2.72727,-23.090336,110702335,0.024207,3,0.191709,2.751477,1
41.31,42.15,40.1,41.32,121051768,0.024207,42.17834,85140794,1.62485,87,0.314618,1.600643,1
41.85,43.28,41.35,42.53,78089358,1.62485,-35.49094,121051768,-3.39463,80,0.305667,-5.01948,0
147.21,148.86,146.64,147.93,23492843,0.489097,4.551429,127300002.224242,2.04082,32,0.439397,1.551723,1
147,150,146,150,15335348,2.04082,-34.72332,23492843,3.79122,25,0.433333,1.7504,1
149.82,156.78,149.38,155.5,35770931,3.79122,133.258032,15335348,2.43855,18,0.418006,-1.35267,0
155.42,164.35,155.33,159.21,32510483,2.43855,-9.114798,35770931,3.02802,11,0.408266,0.58947,1
159.18,164.2,158.68,164,25377163,3.02802,-21.9416,32510483,-0.140176,4,0.396341,-3.168196,0
164.08,166.25,163.18,163.85,26106753,-0.140176,2.874986,25377163,0.401998,84,0.457736,0.542174,1
164.18,164.84,162.52,164.84,14352613,0.401998,-45.02337,26106753,-0.788653,77,0.454987,-1.190651,0
163.57,164.26,159.03,162.28,21443811,-0.788653,49.407017,14352613,-0.326435,70,0.462164,0.462218,1
162.36,164.31,159.41,161.83,21549118,-0.326435,0.491083,21443811,0.513614,63,0.463449,0.840049,1
161.6,167.72,158.85,162.43,31119857,0.513614,44.4136,21549118,-3.27004,56,0.461737,-3.783654,0
161.16,161.98,151.71,155.89,41827781,-3.27004,34.408654,31119857,2.87998,49,0.481108,6.15002,1
157.64,162.74,157.07,162.18,25381792,2.87998,-39.31834,41827781,1.68998,42,0.462449,-1.19,0
21.01,21.21,20.27,20.66,386719626,-1.66587,4.551429,127300002.224242,1.78658,27,0.871249,3.45245,1
20.71,21.33,20.57,21.08,274111012,1.78658,-29.118929,386719626,-0.998573,20,0.85389,-2.785153,0
21.03,21.2,20.62,20.82,218479469,-0.998573,-20.29526,274111012,2.0447,13,0.864553,3.043273,1
21.03,21.94,20.93,21.46,325168191,2.0447,48.832379,218479469,0.603248,6,0.83877,-1.441452,0
21.55,21.71,21.03,21.68,277969054,0.603248,-14.5153,325168191,0.091996,89,0.830258,-0.511252,0
21.74,21.86,21.35,21.76,236842359,0.091996,-14.795422,277969054,2.35784,82,0.827206,2.265844,1
21.63,22.14,21.28,22.14,201181541,2.35784,-15.056774,236842359,-0.410023,75,0.813008,-2.767863,0
21.95,22.19,21.01,21.86,256135777,-0.410023,27.315745,201181541,-0.873563,68,0.823422,-0.46354,0
21.75,22.08,21.35,21.56,291751623,-0.873563,13.905065,256135777,-3.78054,61,0.834879,-2.906977,0
21.69,21.74,20.61,20.87,289874871,-3.78054,-0.64327,291751623,-3.5334,54,0.862482,0.24714,1
20.66,20.88,19.71,19.93,347426088,-3.5334,19.853814,289874871,2.36181,47,0.903161,5.89521,1
19.9,20.6,19.88,20.37,229150771,2.36181,-34.043303,347426088,-3.5225,40,0.883652,-5.88431,0
62.63,63.54,62.53,62.6,57774737,-0.0479,4.551429,127300002.224242,0.417402,49,0.86262,0.465302,1
62.29,62.98,62,62.55,34950419,0.417402,-39.505706,57774737,0.723356,42,0.863309,0.305954,1
62.21,63.25,62.01,62.66,47999880,0.723356,37.337066,34950419,-4.07609,35,0.861794,-4.799446,0
62.56,62.72,60,60.01,86229071,-4.07609,79.644347,47999880,1.13032,28,0.89985,5.20641,1
60.16,60.99,59.69,60.84,63641929,1.13032,-26.194347,86229071,-0.295664,21,0.887574,-1.425984,0
60.88,61.17,60.42,60.7,42897125,-0.295664,-32.596127,63641929,0.692042,14,0.889621,0.987706,1
60.69,61.11,60.33,61.11,33273371,0.692042,-22.434496,42897125,-1.71391,7,0.883652,-2.405952,0
60.68,61.08,59.36,59.64,46786798,-1.71391,40.613339,33273371,1.88553,0,0.905433,3.59944,1
59.93,61.5,59.77,61.06,63576642,1.88553,35.885858,46786798,-2.2917,83,0.933508,-4.17723,0
61.09,61.1,59.11,59.69,53844149,-2.2917,-15.308284,63576642,-1.54648,76,0.954934,0.74522,1
59.49,59.49,57.5,58.57,71716802,-1.54648,33.193306,53844149,0.528379,69,0.973194,2.074859,1
58.67,59.16,58.5,58.98,47498000,0.528379,-33.770053,71716802,0.8647,62,0.966429,0.336321,1
43,44.95,42.64,43.64,234547885,1.48837,4.551429,127300002.224242,3.79015,87,0.572869,2.30178,1
43.27,44.97,43,44.91,144662779,3.79015,-38.32271,234547885,0.599733,80,0.556669,-3.190417,0
45.02,45.54,43.6,45.29,182971761,0.599733,26.481575,144662779,-1.48197,73,0.551998,-2.081703,0
45.21,45.88,44.26,44.54,154832501,-1.48197,-15.379018,182971761,0.405314,66,0.561293,1.887284,1
44.41,46,44.3,44.59,137430065,0.405314,-11.239524,154832501,4.06704,59,0.560664,3.661726,1
44.75,46.89,44.65,46.57,162434145,4.06704,18.194039,137430065,4.34783,52,0.536826,0.28079,1
46,48,46,48,131941706,4.34783,-18.772185,162434145,-1.10169,45,0.520833,-5.44952,0
47.2,47.27,45.21,46.68,139540125,-1.10169,5.758921,131941706,-2.75582,38,0.535561,-1.65413,0
46.81,47.18,45.07,45.52,139051830,-2.75582,-0.349932,139540125,0.263043,31,0.549209,3.018863,1
45.62,47.1,44.76,45.74,140414285,0.263043,0.979818,139051830,0.704535,24,0.546568,0.441492,1
45.42,46.18,43.4,45.74,226413618,0.704535,61.246855,140414285,-0.907519,17,0.546568,-1.612054,0
46.28,46.38,44.77,45.86,117959443,-0.907519,-47.900906,226413618,0.542299,10,0.545137,1.449818,1
31.76,31.76,31.14,31.19,44971770,-1.79471,4.551429,127300002.224242,1.39114,81,0.929785,3.18585,1
30.91,31.72,30.89,31.34,24955086,1.39114,-44.509442,44971770,-0.191022,74,0.925335,-1.582162,0
31.41,31.52,30.89,31.35,41200255,-0.191022,65.097628,24955086,-2.73973,67,0.92504,-2.548708,0
31.39,31.77,30.5,30.53,55657855,-2.73973,35.091045,41200255,2.16181,60,0.949885,4.90154,1
30.53,31.22,30.21,31.19,34764359,2.16181,-37.539169,55657855,-1.66774,53,0.929785,-3.82955,0
31.18,31.25,30.24,30.66,65912258,-1.66774,89.597219,34764359,0.782524,46,0.945858,2.450264,1
30.67,30.93,30.26,30.91,38172345,0.782524,-42.086122,65912258,3.22266,39,0.938208,2.440136,1
30.72,32.2,30.66,31.71,50462721,3.22266,32.197068,38172345,-0.754243,32,0.914538,-3.976903,0
31.82,31.88,31.28,31.58,55211152,-0.754243,9.40978,50462721,0.443599,25,0.918303,1.197842,1
31.56,31.79,31.18,31.7,41766976,0.443599,-24.350472,55211152,-1.65027,18,0.914827,-2.093869,0
31.51,31.6,30.45,30.99,51736270,-1.65027,23.868843,41766976,1.55945,11,0.935786,3.20972,1
30.78,31.49,30.43,31.26,41958399,1.55945,-18.899451,51736270,0.829346,4,0.927703,-0.730104,0
65.88,65.88,62.56,62.92,59802189,-4.49302,4.551429,127300002.224242,0.685805,63,0.74698,5.178825,1
62.7,63.86,62.56,63.13,31297830,0.685805,-47.664407,59802189,-0.696092,56,0.744496,-1.381897,0
63.21,63.92,62.72,62.77,36000586,-0.696092,15.025821,31297830,-1.04979,49,0.748765,-0.353698,0
62.87,63.31,62.14,62.21,42141599,-1.04979,17.058092,36000586,0.385109,42,0.755506,1.434899,1
62.32,63.48,61.89,62.56,34863226,0.385109,-17.271231,42141599,1.43609,35,0.751279,1.050981,1
62.67,64.75,62.32,63.57,46269528,1.43609,32.717288,34863226,1.38213,28,0.739342,-0.05396,0
63.67,64.72,62.55,64.55,29937386,1.38213,-35.297836,46269528,1.49937,21,0.728118,0.11724,1
63.36,64.4,63.33,64.31,32331825,1.49937,7.998157,29937386,1.62069,14,0.730835,0.12132,1
64.17,65.87,63.86,65.21,61665987,1.62069,90.728445,32331825,-0.780772,7,0.720748,-2.401462,0
65.32,65.84,64.47,64.81,44560041,-0.780772,-27.739678,61665987,-2.54896,0,0.725197,-1.768188,0
64.34,64.61,61.29,62.7,59542953,-2.54896,33.624098,44560041,3.31063,87,0.749601,5.85959,1
63.13,65.39,63.05,65.22,29853434,3.31063,-49.862356,59542953,3.09816,80,0.720638,-0.21247,0
77.1,77.59,73.59,74.37,85400677,-3.54086,4.551429,127300002.224242,-0.255892,49,0.820223,3.284968,1
74.25,74.49,72.46,74.06,44895850,-0.255892,-47.429164,85400677,0.482251,42,0.823656,0.738143,1
74.65,75.75,74.31,75.01,40056497,0.482251,-10.779065,44895850,-1.3064,35,0.813225,-1.788651,0
74.25,75.85,73.05,73.28,46734907,-1.3064,16.672476,40056497,0.338753,28,0.832424,1.645153,1
73.8,74.5,73.08,74.05,41519549,0.338753,-11.159449,46734907,2.71145,21,0.823768,2.372697,1
74.13,76.32,73.3,76.14,39363816,2.71145,-5.192092,41519549,0.078875,14,0.801156,-2.632575,0
76.07,76.45,75.7,76.13,16734140,0.078875,-57.488522,39363816,-1.98815,7,0.801261,-2.067025,0
75.95,76.45,74.42,74.44,27881213,-1.98815,66.612763,16734140,2.03999,0,0.819452,4.02814,1
74.51,76.63,73.64,76.03,41047787,2.03999,47.223821,27881213,0.458235,84,0.802315,-1.581755,0
76.38,77.25,74.97,76.73,34855064,0.458235,-15.086618,41047787,-4.08673,77,0.794995,-4.544965,0
76.1,76.41,72.89,72.99,40853280,-4.08673,17.209023,34855064,2.38095,70,0.835731,6.46768,1
73.5,75.75,73.38,75.25,23877441,2.38095,-41.553185,40853280,0.582396,63,0.810631,-1.798554,0
86.75,87.9,85.63,86.23,16166921,-0.599424,4.551429,127300002.224242,2.80047,40,0.637829,3.399894,1
85.7,88.8,85.7,88.1,11585909,2.80047,-28.335711,16166921,1.65073,33,0.624291,-1.14974,0
87.84,89.39,87.25,89.29,10705548,1.65073,-7.598549,11585909,-1.98408,26,0.61597,-3.63481,0
89.21,90.5,87.2,87.44,26110543,-1.98408,143.897304,10705548,0.409417,19,0.629003,2.393497,1
87.93,88.45,87.31,88.29,14960948,0.409417,-42.701506,26110543,4.11705,12,0.622947,3.707633,1
88.17,91.95,87.81,91.8,16315175,4.11705,9.051746,14960948,1.35194,5,0.599129,-2.76511,0
91.72,92.96,91,92.96,13431331,1.35194,-17.675839,16315175,-2.67443,89,0.591652,-4.02637,0
92.73,93.65,89.27,90.25,17249356,-2.67443,28.426259,13431331,0.31556,82,0.609418,2.98999,1
91.9,93.4,90.24,92.19,17453306,0.31556,1.182363,17249356,-1.04774,75,0.596594,-1.3633,0
92.58,94.16,89.71,91.61,18144593,-1.04774,3.96078,17453306,-2.44491,68,0.600371,-1.39717,0
91.21,91.21,86.91,88.98,23633329,-2.44491,30.249981,18144593,2.21558,61,0.618116,4.66049,1
90.27,92.98,90.17,92.27,14970403,2.21558,-36.655547,23633329,0.768232,54,0.596077,-1.447348,0
36.29,37.35,35.85,37.35,72760487,2.92091,4.551429,127300002.224242,-8.13204,63,1.0174,-11.05295,0
37.26,37.61,34.23,34.23,108158891,-8.13204,48.650587,72760487,-0.498973,56,1.11014,7.633067,1
34.07,34.3,33.48,33.9,131132702,-0.498973,21.240797,108158891,-2.70668,49,1.12094,-2.207707,0
33.99,33.99,33,33.07,110066602,-2.70668,-16.064719,131132702,-1.20156,42,1.14908,1.50512,1
33.29,34.04,32.51,32.89,114880019,-1.20156,4.373186,110066602,0.394657,35,1.15537,1.596217,1
